loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
3200,36 months,3,RENT,83000,wedding,NY,11.15,0,69.1,32,0,11,not verified
9000,36 months,10,MORTGAGE,90300,home_improvement,MO,13.77,0,47.4,23,1,22,verified
6000,36 months,8,MORTGAGE,50000,debt_consolidation,CT,19.22,0,54.7,31,0,28,verified
14400,60 months,2,RENT,42996,debt_consolidation,PA,14.35,0,89.6,7,0,11,verified
20000,36 months,10,MORTGAGE,160000,debt_consolidation,AK,20.4,0,33.2,30,0,19,verified
5000,36 months,1,RENT,52000,credit_card,NJ,9.74,0,56.7,16,0,11,verified
12675,60 months,0,MORTGAGE,230000,debt_consolidation,CT,16.76,0,80.8,33,0,20,not verified
4000,36 months,3,OWN,18000,other,CA,5.73,0,6.2,11,0,19,not verified
1000,36 months,4,RENT,33000,vacation,SC,23.75,0,83.7,32,0,7,verified
7700,36 months,6,MORTGAGE,1.00E+05,debt_consolidation,VA,19.2,0,84.9,24,1,17,verified
6600,36 months,0,RENT,47838,debt_consolidation,CA,9.61,1,44.9,11,0,20,verified
6000,36 months,2,MORTGAGE,33000,credit_card,VA,8.62,0,34.6,21,0,11,verified
5750,36 months,3,RENT,85000,debt_consolidation,CA,8.95,0,66.1,12,0,10,verified
35000,36 months,6,MORTGAGE,165000,small_business,FL,27.27,1,63.9,51,0,36,verified
27400,36 months,6,MORTGAGE,108000,credit_card,GA,18.5,0,15.9,38,0,12,verified
4200,36 months,7,RENT,36000,car,GA,11.53,1,34.4,31,0,10,not verified
31825,60 months,10,MORTGAGE,53000,other,IL,15.12,1,52,17,1,11,verified
6000,36 months,2,RENT,49000,major_purchase,DC,7.89,1,54.3,15,0,11,not verified
2500,36 months,5,MORTGAGE,110004,other,GA,12.19,0,87.8,24,1,15,verified
20000,60 months,4,MORTGAGE,85000,home_improvement,CA,7.4,0,6.1,16,0,10,verified
7925,36 months,2,MORTGAGE,110000,debt_consolidation,NH,15.52,2,37.4,20,1,12,not verified
9750,36 months,10,OWN,33600,debt_consolidation,OH,28.79,0,42.9,21,0,20,verified
35000,60 months,10,MORTGAGE,1.00E+05,small_business,WI,12.42,1,51.7,17,0,14,verified
14400,60 months,2,RENT,75000,other,MD,6.43,0,19.3,11,0,5,verified
1000,36 months,10,RENT,36000,medical,CA,10.5,0,68,12,1,5,not verified
5000,36 months,2,RENT,12000,medical,PA,6.6,0,59.4,11,1,16,not verified
3000,36 months,9,MORTGAGE,88200,home_improvement,CO,20.37,1,45.2,28,0,12,verified
13000,36 months,8,MORTGAGE,45000,debt_consolidation,GA,10.29,0,69.4,29,0,14,verified
35000,60 months,9,RENT,115000,debt_consolidation,NY,13.11,0,48.2,36,0,12,verified
10000,36 months,10,OWN,32956,debt_consolidation,KS,15.07,0,21.8,30,0,15,not verified
3000,36 months,5,RENT,85000,other,AZ,7.96,0,20.2,36,0,16,not verified
5000,36 months,1,RENT,40000,other,CA,13.83,0,39.5,47,0,17,not verified
25500,60 months,9,MORTGAGE,67000,small_business,OK,20.13,0,88.9,39,1,28,verified
4200,36 months,1,RENT,43000,debt_consolidation,CA,24.89,0,95.9,6,0,6,not verified
7000,36 months,6,MORTGAGE,64500,debt_consolidation,NM,14.1,1,48.8,32,0,16,not verified
7550,36 months,10,RENT,73000,debt_consolidation,MO,18,1,78.3,23,1,18,verified
10500,36 months,6,MORTGAGE,115000,credit_card,LA,18.99,0,94.6,35,0,13,verified
12000,36 months,10,RENT,72000,debt_consolidation,NY,17.63,0,58.1,24,0,17,verified
5000,36 months,1,MORTGAGE,115000,wedding,WA,8.82,0,30.7,33,0,11,not verified
12000,36 months,2,MORTGAGE,144000,debt_consolidation,VA,10.87,0,44.4,36,0,16,verified
2800,36 months,4,RENT,48000,other,CA,25.45,0,22.6,20,0,9,not verified
6725,36 months,10,MORTGAGE,42000,home_improvement,LA,21.43,2,19.4,16,1,15,verified
8000,36 months,1,MORTGAGE,61000,debt_consolidation,IL,20.77,0,75.4,22,0,14,verified
18000,60 months,4,MORTGAGE,94000,major_purchase,WY,1.89,0,29.7,14,0,10,verified
8000,36 months,4,RENT,105500,vacation,NY,1.32,0,7.7,12,0,5,not verified
14000,36 months,2,RENT,55000,debt_consolidation,MD,16.84,0,1.6,9,0,5,not verified
8325,60 months,6,RENT,23004,debt_consolidation,NY,22.38,0,72.3,8,1,7,not verified
12000,36 months,5,MORTGAGE,98000,small_business,MN,7.8,0,26.4,15,0,15,not verified
5000,36 months,10,MORTGAGE,45000,home_improvement,IL,9.92,0,77.2,20,1,12,verified
16800,36 months,10,RENT,66000,other,IL,14.53,0,82.4,31,0,11,not verified
6000,36 months,5,RENT,42000,other,NY,6.09,0,52.8,15,0,5,verified
5000,36 months,1,RENT,68000,debt_consolidation,FL,12.37,0,89.7,10,0,25,verified
6000,36 months,2,MORTGAGE,45000,home_improvement,NC,12.69,0,47.3,18,0,10,not verified
18400,36 months,2,MORTGAGE,61000,debt_consolidation,CA,16.64,0,74.8,19,0,5,verified
16800,36 months,6,MORTGAGE,72000,debt_consolidation,IL,19.03,0,92.1,10,0,6,verified
4000,36 months,10,MORTGAGE,138000,home_improvement,MI,19.95,0,83.1,51,0,22,not verified
2400,36 months,5,RENT,99999,other,NY,12.48,0,0,8,1,13,verified
3000,36 months,3,RENT,43200,debt_consolidation,NC,6.86,0,99.9,4,0,3,verified
9600,36 months,6,RENT,94000,debt_consolidation,MA,10.37,0,95.1,16,0,12,not verified
14000,36 months,0,RENT,32000,debt_consolidation,OH,19.01,0,93,7,0,7,verified
6000,36 months,8,RENT,69528,other,FL,12.39,1,76.5,20,0,12,verified
4800,36 months,6,RENT,55000,major_purchase,IL,0,2,0,6,1,16,verified
2800,36 months,10,MORTGAGE,36000,small_business,UT,29.4,0,5.9,20,0,7,verified
12900,36 months,9,MORTGAGE,180000,credit_card,TX,16.03,0,83.2,49,0,20,not verified
6600,36 months,1,OWN,31200,debt_consolidation,GA,11.69,0,33,30,0,25,not verified
1500,36 months,10,MORTGAGE,66661,other,CA,15.9,0,64.7,53,0,18,verified
6000,36 months,1,RENT,17376,house,MN,13.47,0,37,8,0,5,not verified
19000,60 months,4,MORTGAGE,110000,other,OK,9.81,0,29.5,24,0,10,verified
4350,36 months,9,MORTGAGE,124000,credit_card,LA,18.21,0,62.6,36,0,14,not verified
15000,60 months,10,MORTGAGE,93156,home_improvement,WI,16.84,0,20.2,34,0,16,verified
12500,36 months,2,MORTGAGE,60000,other,TX,1.36,1,10.5,21,0,27,not verified
35000,36 months,10,MORTGAGE,94000,debt_consolidation,MI,13.49,0,70.2,20,0,13,verified
1000,36 months,1,MORTGAGE,52000,other,RI,17.26,0,23.1,7,0,24,verified
2000,36 months,2,RENT,32000,debt_consolidation,NY,24,0,87.1,18,1,10,not verified
12000,60 months,2,RENT,33600,debt_consolidation,FL,0.39,0,4.5,6,1,12,not verified
9000,36 months,10,RENT,52800,credit_card,AL,6,0,51.1,8,0,20,not verified
7200,36 months,0,RENT,41000,credit_card,CO,17.87,0,78.2,16,0,10,not verified
29275,60 months,0,MORTGAGE,199680,medical,LA,15.04,0,63.7,31,0,15,verified
6000,36 months,3,MORTGAGE,36000,wedding,NV,8.73,0,86.6,8,0,5,verified
12000,60 months,10,MORTGAGE,130000,home_improvement,HI,9.88,0,92,31,0,27,not verified
7000,36 months,2,RENT,123000,debt_consolidation,CA,10.2,0,85.2,25,0,16,not verified
7800,36 months,3,RENT,43000,credit_card,CO,14.09,0,33.7,12,0,9,not verified
8000,36 months,0,MORTGAGE,65000,debt_consolidation,CO,6.76,0,92,32,0,9,verified
6000,36 months,10,MORTGAGE,130000,debt_consolidation,MD,18.75,0,49,18,0,24,verified
4000,60 months,10,MORTGAGE,53288.59,car,KY,19.1,0,1.2,26,0,14,not verified
8500,36 months,0,MORTGAGE,60000,debt_consolidation,DC,5.76,0,48.9,10,0,28,not verified
15000,36 months,7,MORTGAGE,91980,credit_card,CA,14.35,0,97.5,29,0,18,not verified
30000,60 months,10,MORTGAGE,182004,debt_consolidation,NY,14.38,0,95.3,27,1,13,verified
15250,60 months,6,MORTGAGE,71000,debt_consolidation,CO,11.95,0,29.3,25,0,14,not verified
5000,36 months,10,RENT,38000,moving,CA,7.77,0,28.5,11,0,16,not verified
4850,36 months,3,MORTGAGE,57900,debt_consolidation,SC,20.77,0,43.7,27,0,18,verified
14000,36 months,9,MORTGAGE,145000,credit_card,OK,14.81,0,62,36,0,18,verified
15000,60 months,10,MORTGAGE,62000,debt_consolidation,PA,22.1,1,31.7,43,0,27,verified
35000,60 months,7,OWN,92500,debt_consolidation,NY,6.4,0,20,27,0,11,verified
6000,36 months,1,RENT,75000,debt_consolidation,CA,16.8,0,58.7,20,0,42,not verified
11000,36 months,10,MORTGAGE,62400,home_improvement,OK,22.6,0,31.2,26,0,18,verified
15425,60 months,3,OWN,31200,debt_consolidation,KY,14.04,0,60.5,22,0,10,not verified
1400,36 months,10,MORTGAGE,40000,home_improvement,FL,20.76,0,9.6,15,0,12,not verified
5000,36 months,2,RENT,60000,other,IL,14.44,2,66.8,23,0,10,not verified
6000,36 months,2,MORTGAGE,47000,home_improvement,MT,8.66,0,18,20,0,10,not verified
9000,36 months,10,MORTGAGE,55000,debt_consolidation,FL,16.63,0,17.9,15,0,8,not verified
10200,36 months,1,RENT,1.00E+05,credit_card,CT,19.19,0,97.6,25,0,17,not verified
30000,60 months,8,RENT,134000,debt_consolidation,VA,27.43,0,18.7,18,1,16,verified
18000,36 months,10,MORTGAGE,70000,debt_consolidation,CT,12.22,0,69.5,22,1,20,verified
11000,36 months,0,MORTGAGE,47110,credit_card,VA,10.67,0,77.1,13,0,8,verified
6000,36 months,10,MORTGAGE,64000,medical,CA,1.5,0,1.5,15,0,19,not verified
16000,60 months,4,MORTGAGE,65000,debt_consolidation,FL,17.54,0,24.2,24,0,11,verified
15000,60 months,2,MORTGAGE,65000,debt_consolidation,FL,20.57,0,50.3,23,0,8,not verified
4000,36 months,10,MORTGAGE,64800,home_improvement,IL,10.43,0,96.1,8,0,12,verified
9000,36 months,10,MORTGAGE,76000,other,MN,11.59,0,57.4,32,1,14,not verified
6250,36 months,2,MORTGAGE,34800,credit_card,AR,23.97,0,69.9,16,0,29,verified
7500,36 months,0,MORTGAGE,125000,other,NJ,4.18,0,0.4,10,0,7,verified
8000,36 months,4,MORTGAGE,62000,major_purchase,MN,12.23,0,68.7,20,1,6,not verified
2500,36 months,2,OWN,36000,car,FL,5.87,1,55.6,15,0,24,not verified
1750,36 months,7,MORTGAGE,87000,debt_consolidation,CA,10.94,0,57.7,25,0,11,verified
30000,60 months,1,MORTGAGE,65000,debt_consolidation,NM,17.21,0,22.9,34,1,13,verified
12000,36 months,10,MORTGAGE,55000,credit_card,OH,15.77,0,41.7,19,0,24,not verified
7000,36 months,1,RENT,45000,major_purchase,OH,10.83,0,3.5,17,0,5,verified
5000,36 months,8,MORTGAGE,60000,other,NC,22.24,0,87.5,13,0,9,not verified
7200,36 months,4,OWN,41496,car,MI,22.93,0,90.6,8,0,11,verified
7350,36 months,10,MORTGAGE,53000,debt_consolidation,VA,21.55,0,71.7,27,0,33,not verified
15000,60 months,0,MORTGAGE,61000,debt_consolidation,VA,13.5,0,94.2,24,0,19,verified
35000,60 months,10,MORTGAGE,105600,debt_consolidation,GA,25.19,0,49.6,41,0,10,verified
4000,36 months,5,RENT,40000,debt_consolidation,NC,15.48,0,5.3,12,0,4,verified
5000,36 months,3,RENT,19200,debt_consolidation,FL,4.44,0,46.2,4,1,5,not verified
6600,36 months,0,MORTGAGE,37200,debt_consolidation,CA,15.71,0,72.5,8,0,4,verified
35000,36 months,6,RENT,77100,small_business,NY,0.2,0,0,13,0,18,verified
1000,36 months,3,MORTGAGE,50300,vacation,AL,11.12,0,95.8,10,0,4,not verified
5300,36 months,4,MORTGAGE,71000,debt_consolidation,IL,12.91,0,77.2,14,0,12,not verified
4200,36 months,0,RENT,30000,debt_consolidation,OH,20.88,0,36.7,13,0,9,not verified
15000,36 months,10,RENT,54000,debt_consolidation,NJ,15.89,0,18.4,43,1,21,not verified
3000,36 months,10,MORTGAGE,67000,vacation,VA,19.18,1,8,12,0,12,verified
10000,36 months,5,RENT,40000,major_purchase,FL,10.95,0,15.9,9,0,13,not verified
5500,60 months,2,RENT,24000,car,FL,21.15,0,96,7,0,7,not verified
17000,36 months,10,RENT,95000,debt_consolidation,CA,15.74,1,48.1,30,0,16,not verified
15000,36 months,4,MORTGAGE,87000,debt_consolidation,TX,20.97,0,62.9,15,0,17,verified
2700,36 months,10,OWN,80000,home_improvement,NC,18.77,0,40.5,32,0,10,not verified
6000,36 months,5,MORTGAGE,27600,other,TX,19,0,95,14,1,5,not verified
20000,60 months,10,MORTGAGE,81000,debt_consolidation,CA,7.45,0,24.7,33,0,21,verified
20000,60 months,10,MORTGAGE,48500,debt_consolidation,DE,13.98,0,47.2,36,0,11,verified
11000,36 months,10,RENT,38400,debt_consolidation,NY,25.38,0,48.4,12,0,19,not verified
7000,36 months,10,OWN,58800,home_improvement,NY,22.22,0,72.2,26,0,14,not verified
6000,36 months,4,MORTGAGE,112445,small_business,MA,7.15,0,21.1,19,0,20,not verified
19000,36 months,5,RENT,62004,major_purchase,TX,14.42,0,10.2,27,0,14,verified
10800,60 months,7,RENT,31200,small_business,NJ,19.81,0,99.8,13,1,5,verified
10000,36 months,8,MORTGAGE,110000,credit_card,AZ,10.15,0,69,50,0,14,not verified
2000,36 months,2,RENT,50000,other,CA,4.1,1,40.1,22,1,7,not verified
12000,60 months,4,MORTGAGE,43320,debt_consolidation,WI,7.09,1,56.2,35,0,13,not verified
14125,60 months,10,MORTGAGE,40000,debt_consolidation,GA,23.52,0,67.4,23,1,20,verified
5000,36 months,2,RENT,42000,debt_consolidation,NJ,11.2,1,41,14,0,11,not verified
15000,36 months,10,MORTGAGE,1.00E+05,home_improvement,NY,4.18,0,0.9,26,0,30,verified
9425,36 months,10,RENT,72800,debt_consolidation,CA,14.67,0,91.1,28,0,25,not verified
12000,36 months,7,MORTGAGE,55000,debt_consolidation,CT,7.59,0,25.8,14,0,7,verified
12000,36 months,8,OWN,80000,debt_consolidation,NY,19.52,0,28.4,31,0,23,verified
12000,60 months,5,MORTGAGE,83500,debt_consolidation,OK,3.94,0,34,24,0,19,not verified
12000,36 months,9,MORTGAGE,56400,debt_consolidation,NC,9.11,0,92.6,25,0,15,verified
18000,36 months,5,MORTGAGE,95000,credit_card,CA,16.61,0,56.7,32,0,17,not verified
4000,36 months,7,MORTGAGE,80000,debt_consolidation,VA,10.53,0,26.4,30,0,15,not verified
5000,36 months,10,MORTGAGE,60000,home_improvement,NJ,6.48,1,34.7,13,0,15,verified
2200,60 months,3,OWN,26880,major_purchase,MA,24.78,1,1.8,7,0,4,verified
12000,36 months,5,RENT,60000,debt_consolidation,TX,24.26,0,75.1,23,0,5,not verified
6000,36 months,2,RENT,59000,debt_consolidation,MA,1.14,0,9.5,27,0,11,not verified
31825,60 months,10,MORTGAGE,108000,debt_consolidation,NJ,20.69,1,70.5,45,0,11,verified
5750,60 months,10,RENT,29120,home_improvement,FL,16.11,0,43.2,11,1,13,verified
8800,36 months,10,OWN,55600,car,TX,0,0,0,26,0,22,not verified
10000,36 months,10,MORTGAGE,140000,home_improvement,MD,22.48,0,91.4,44,0,28,verified
8400,36 months,3,RENT,56000,debt_consolidation,MA,6.92,0,30.6,30,0,7,verified
4800,36 months,6,RENT,58000,other,CA,1.66,0,69.1,5,1,7,verified
8800,36 months,1,RENT,48000,small_business,IL,4.15,0,0,9,0,6,verified
16000,60 months,10,OWN,60000,major_purchase,TX,14.12,1,32.3,33,1,23,verified
11025,36 months,1,RENT,60000,debt_consolidation,CA,19.34,0,78.5,22,0,15,not verified
20400,36 months,8,RENT,72000,major_purchase,CA,3.48,1,58.2,19,0,13,verified
17725,36 months,10,RENT,38220,debt_consolidation,IL,13.16,0,40.1,27,1,12,verified
6950,60 months,10,RENT,21600,debt_consolidation,OH,28,0,66,24,0,16,not verified
3000,36 months,0,RENT,25000,major_purchase,DC,16.94,0,5.4,20,0,29,verified
8000,36 months,10,MORTGAGE,75000,vacation,WA,7.66,0,59.2,29,0,25,verified
35000,60 months,4,MORTGAGE,135000,home_improvement,GA,10.49,1,77.6,27,1,29,verified
14400,60 months,10,OWN,78000,debt_consolidation,MO,9.78,0,3.2,33,0,25,verified
12000,60 months,5,RENT,37960,other,MD,20.96,0,17.1,4,0,5,verified
18000,36 months,0,RENT,54000,debt_consolidation,CA,22.98,0,32.1,20,0,10,verified
35000,60 months,5,MORTGAGE,90000,debt_consolidation,NJ,11.93,0,9.5,39,0,13,verified
1925,36 months,10,MORTGAGE,36000,major_purchase,PA,24.57,1,24.4,36,0,14,not verified
25000,60 months,10,OWN,90000,home_improvement,TX,8.21,0,50.8,19,1,31,verified
2100,36 months,4,RENT,9600,debt_consolidation,CA,14.25,0,86.9,5,0,4,not verified
13200,60 months,9,MORTGAGE,69567,debt_consolidation,CT,27.5,0,78,39,0,12,verified
16000,36 months,10,RENT,45000,other,NY,2.45,1,13,11,0,11,verified
5000,36 months,10,MORTGAGE,79200,car,RI,2.18,0,6.7,28,0,19,not verified
18300,36 months,5,MORTGAGE,74900,home_improvement,SC,13.03,1,12.7,38,1,18,verified
3000,36 months,8,RENT,52000,debt_consolidation,FL,21.27,0,67.5,20,0,21,verified
1500,36 months,7,RENT,34942,debt_consolidation,NY,15.59,0,63.9,28,0,10,verified
6400,36 months,5,RENT,75000,debt_consolidation,TX,14.08,0,40.7,26,0,11,verified
15000,36 months,6,MORTGAGE,90000,wedding,CT,4.45,0,15.7,25,0,11,verified
3000,36 months,6,OWN,49000,home_improvement,PA,13.44,0,25.7,6,0,3,verified
8000,36 months,10,RENT,86000,house,MN,8.13,0,5.7,11,0,6,not verified
15000,36 months,5,MORTGAGE,110000,debt_consolidation,MI,7.9,0,26.9,32,0,12,verified
10000,36 months,4,MORTGAGE,325000,home_improvement,GA,7.82,0,8.3,28,0,15,verified
1450,36 months,3,MORTGAGE,45600,car,TX,16.05,0,48.7,18,0,6,not verified
10000,36 months,5,MORTGAGE,70000,debt_consolidation,CA,16.87,0,97.6,10,0,6,verified
6000,36 months,10,RENT,63000,debt_consolidation,AL,12.04,0,34,37,0,13,verified
9600,36 months,8,MORTGAGE,60000,debt_consolidation,KS,16.74,0,39.7,22,0,14,not verified
12000,36 months,10,RENT,40000,house,CA,0.72,0,4.9,15,0,14,not verified
12000,60 months,10,RENT,59000,debt_consolidation,FL,14.05,0,34.8,16,0,11,not verified
20500,60 months,2,RENT,62000,debt_consolidation,NY,15.24,0,70.7,17,0,7,verified
6000,36 months,3,RENT,67000,house,NY,4.76,0,0,39,0,13,verified
10000,36 months,1,RENT,33000,debt_consolidation,TX,20.07,0,14.2,23,0,11,not verified
1500,60 months,0,RENT,12000,other,PA,0,0,0,13,1,5,verified
12800,60 months,0,RENT,37000,debt_consolidation,MD,6.49,0,71.5,4,1,3,verified
8000,36 months,4,MORTGAGE,120000,debt_consolidation,MA,12.38,0,96.9,41,0,19,not verified
2300,36 months,3,RENT,30000,debt_consolidation,AZ,16.2,0,51.6,7,0,3,verified
14400,36 months,10,RENT,57000,debt_consolidation,CA,18.69,0,77.2,14,0,23,verified
13250,36 months,10,MORTGAGE,36000,other,PA,22.7,0,9.3,23,1,10,verified
3600,60 months,0,OWN,9600,other,FL,0,0,0,9,0,10,verified
12250,36 months,1,RENT,28800,debt_consolidation,NJ,19.96,0,46.6,13,0,8,not verified
33000,60 months,4,MORTGAGE,150000,debt_consolidation,OH,17.44,0,85.1,28,0,19,verified
12000,60 months,2,MORTGAGE,43000,home_improvement,GA,4.3,0,16.2,11,0,7,not verified
6000,36 months,10,MORTGAGE,54902.52,car,CA,23.08,0,50.8,49,1,14,verified
5000,36 months,0,OWN,105000,credit_card,FL,13.2,0,21.8,23,0,15,verified
10000,36 months,10,MORTGAGE,43000,debt_consolidation,PA,17.53,0,62.2,29,1,23,verified
3000,36 months,7,MORTGAGE,48000,debt_consolidation,TX,12.28,0,58.9,16,1,14,not verified
16000,60 months,0,RENT,43000,small_business,CA,0.42,0,0.4,10,0,15,verified
12000,36 months,1,RENT,39000,credit_card,MN,16.55,0,51.4,21,0,8,verified
6000,36 months,2,MORTGAGE,106000,major_purchase,MD,10.8,0,46.8,36,0,17,not verified
5000,36 months,0,MORTGAGE,28800,credit_card,FL,14.63,0,69.4,15,0,13,verified
5600,36 months,4,MORTGAGE,115000,debt_consolidation,IL,0.96,0,6.3,21,0,7,not verified
10000,36 months,10,MORTGAGE,68000,other,PA,1.75,0,34.9,21,0,18,verified
12000,60 months,3,OWN,50000,home_improvement,FL,3.17,0,0,14,0,5,verified
4000,36 months,5,RENT,21000,home_improvement,CA,6.4,0,30.7,5,0,4,not verified
1000,36 months,2,MORTGAGE,28000,debt_consolidation,CO,13.54,0,66.6,10,0,7,not verified
5000,36 months,10,MORTGAGE,60000,major_purchase,GA,20.06,0,88.1,15,0,18,verified
9000,36 months,4,OWN,55000,debt_consolidation,CA,12.41,1,27.4,16,0,11,verified
35000,36 months,5,MORTGAGE,79750,debt_consolidation,MO,14.43,0,43.2,39,0,15,verified
5000,60 months,4,RENT,110004,other,FL,5.5,4,94,14,0,9,not verified
2500,36 months,0,MORTGAGE,220000,other,FL,3.13,0,57.6,18,0,12,verified
13000,60 months,4,MORTGAGE,30000,home_improvement,NC,2.12,0,30.4,15,0,7,not verified
10000,36 months,1,RENT,25000,small_business,MO,2.45,0,17,10,1,5,not verified
15000,36 months,4,RENT,65000,debt_consolidation,CA,24.3,0,83.1,26,0,10,verified
4000,36 months,4,OWN,24000,debt_consolidation,CA,7.85,0,98.6,8,1,20,not verified
2000,36 months,10,MORTGAGE,91200,home_improvement,NV,23.61,0,53.9,32,0,29,not verified
3000,36 months,10,MORTGAGE,65500,car,IL,22.55,0,3.1,34,0,28,not verified
16000,60 months,3,MORTGAGE,56004,other,CA,14.46,0,12.9,32,0,10,not verified
15500,60 months,0,RENT,35000,major_purchase,CA,22.66,0,34.5,19,1,8,verified
18600,36 months,10,MORTGAGE,82305,debt_consolidation,CA,7.19,0,6.3,28,0,22,verified
4325,60 months,2,RENT,27000,debt_consolidation,SC,20.4,1,58.7,23,0,9,not verified
5525,36 months,10,MORTGAGE,67200,home_improvement,AZ,18.98,0,55.4,34,0,21,not verified
1200,36 months,1,OWN,30480,debt_consolidation,MO,16.42,0,1.9,23,1,4,verified
7000,36 months,5,MORTGAGE,42000,debt_consolidation,DE,21.94,0,27.2,26,0,10,not verified
13600,60 months,4,OWN,40000,debt_consolidation,TX,14.28,2,1.7,12,1,9,verified
7200,36 months,2,RENT,60000,debt_consolidation,FL,6.96,0,63,19,0,8,not verified
3000,36 months,2,MORTGAGE,49000,debt_consolidation,NJ,12.96,0,32.2,30,1,10,verified
13750,60 months,10,MORTGAGE,36400,credit_card,GA,22.12,0,85,15,1,12,verified
23000,36 months,0,RENT,65000,debt_consolidation,MI,20.9,0,93,21,0,11,verified
6000,36 months,2,RENT,46151.04,car,MA,11.08,0,74,20,0,10,not verified
10550,60 months,10,MORTGAGE,128000,other,CA,5.75,0,28.2,16,0,8,not verified
12500,36 months,4,RENT,60000,credit_card,TX,12.44,0,0.01,17,0,6,verified
2500,36 months,10,MORTGAGE,70000,vacation,LA,8.73,1,22.6,27,0,20,verified
18000,36 months,3,RENT,84000,debt_consolidation,MN,15.91,0,27.3,37,0,12,verified
3500,36 months,1,RENT,20400,small_business,TX,4,0,0,13,0,6,verified
25000,60 months,5,RENT,81000,debt_consolidation,NY,22.09,0,63.3,20,0,27,verified
18000,60 months,0,MORTGAGE,73000,debt_consolidation,OH,14.01,0,86.1,20,0,20,verified
8000,36 months,2,RENT,42000,credit_card,NY,3.14,1,36.6,8,0,7,verified
6400,36 months,3,RENT,30000,debt_consolidation,MI,11,0,88.6,6,0,5,verified
15000,60 months,10,RENT,1.00E+05,credit_card,NY,11.52,0,49.1,20,0,10,verified
24000,60 months,10,MORTGAGE,110000,debt_consolidation,LA,15.75,0,32.8,21,0,14,verified
12000,36 months,8,OWN,31000,debt_consolidation,NJ,1.39,0,7.9,44,0,18,verified
24000,36 months,5,RENT,65000,credit_card,WA,10.91,0,88.5,10,0,6,verified
3000,36 months,9,RENT,55500,debt_consolidation,NC,22.1,0,84.3,19,0,18,verified
25000,36 months,10,OWN,125000,debt_consolidation,WV,29.21,0,24.7,46,0,16,verified
20000,36 months,1,RENT,76500,debt_consolidation,IL,11.65,0,50.9,16,0,14,verified
20375,60 months,0,RENT,50000,debt_consolidation,CT,21.48,0,24,41,0,12,verified
15000,60 months,1,RENT,54000,small_business,WA,18.13,0,71.3,15,0,7,verified
20000,36 months,3,RENT,160000,debt_consolidation,CA,8.6,0,33.9,19,0,17,verified
20000,60 months,0,RENT,65000,other,NJ,6.72,1,25.9,19,0,11,verified
12000,60 months,4,MORTGAGE,60000,credit_card,UT,10.38,0,33.3,25,0,11,verified
12000,60 months,10,MORTGAGE,70000,debt_consolidation,KS,13.97,0,56.6,16,1,13,not verified
9200,36 months,4,RENT,50000,debt_consolidation,UT,11.16,1,75.4,22,0,8,not verified
19000,36 months,10,MORTGAGE,1.00E+05,debt_consolidation,FL,12.12,0,69.4,37,0,14,not verified
35000,60 months,0,RENT,87360,small_business,GA,0.55,0,30.4,7,0,19,verified
2800,36 months,0,MORTGAGE,85000,credit_card,DC,15.1,0,22.3,19,0,8,verified
2200,36 months,10,MORTGAGE,175000,other,NJ,16.37,0,65,29,0,25,not verified
25475,36 months,0,RENT,60000,debt_consolidation,OH,23.06,0,58.9,20,1,11,verified
4000,36 months,1,MORTGAGE,60000,major_purchase,MO,21.94,0,0,47,0,14,verified
3075,36 months,1,MORTGAGE,28000,debt_consolidation,TX,24.47,0,54,17,1,10,verified
8000,36 months,8,OWN,96000,major_purchase,TX,10.45,0,96.3,8,0,12,not verified
12000,36 months,10,RENT,75000,debt_consolidation,OH,6.54,0,48.3,16,0,23,not verified
35000,60 months,8,MORTGAGE,150000,major_purchase,GA,7.43,0,73.6,26,0,13,verified
25000,60 months,10,MORTGAGE,96000,small_business,FL,9.84,0,32.6,28,0,31,verified
6400,36 months,6,MORTGAGE,150000,other,IL,19.91,0,47.1,54,0,29,not verified
4000,36 months,0,RENT,36000,other,CA,5.17,0,18.5,37,0,23,verified
3500,36 months,4,RENT,38400,car,CA,11.44,0,66.5,7,0,4,verified
1800,36 months,5,OWN,35000,vacation,MD,18.75,1,0,9,0,5,verified
5000,36 months,2,MORTGAGE,67200,credit_card,GA,23.66,0,43.7,31,0,13,verified
10000,36 months,10,MORTGAGE,48960,debt_consolidation,UT,14.58,5,23.7,63,0,16,verified
21000,36 months,5,MORTGAGE,136000,debt_consolidation,VA,13.24,0,41.7,42,0,13,verified
22325,60 months,3,MORTGAGE,60000,debt_consolidation,CA,23.16,0,68,26,0,27,verified
10000,36 months,10,MORTGAGE,60000,wedding,CA,0.2,0,1.8,27,0,13,not verified
10000,36 months,10,MORTGAGE,72000,debt_consolidation,SD,10.58,1,49.6,48,1,17,verified
20000,60 months,2,RENT,88000,credit_card,FL,27.71,0,61.3,37,0,14,verified
15175,36 months,10,RENT,75000,credit_card,NJ,21.82,0,70.6,36,0,12,verified
1800,36 months,9,MORTGAGE,60000,home_improvement,KY,18.2,0,64.1,37,0,14,not verified
5700,36 months,0,RENT,11476,other,FL,7.22,0,25.2,7,0,6,verified
12000,36 months,1,MORTGAGE,1.00E+05,home_improvement,WA,7.54,0,9.5,18,0,17,not verified
